_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
890970,4155008,2017.0,2019.0,1968.0,PRIVATE,9,Davenport,161 OAKWOOD AVE,19,151,2019-11-25,72,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,S0925,43.680342384,-79.43554842399999,309967.474,4837608.076
890971,4408389,2019.0,2019.0,1913.0,PRIVATE,9,Davenport,10 MOUNT ROYAL AVE,3,12,2019-11-25,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,3.0,,2.0,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,S0928,43.675063118999994,-79.4330471349,310183.115,4837014.338
890972,4152697,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,2354 EGLINTON AVE E,5,72,2019-11-25,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,4.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,E2133,43.7316750326,-79.2734533673,323034.787,4843326.312
890973,4152696,2017.0,2019.0,1965.0,PRIVATE,21,Scarborough Centre,2360 EGLINTON AVE E,7,130,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,,E2133,43.731893112,-79.272217382,323118.226,4843364.663
890974,4155067,2017.0,2019.0,1967.0,PRIVATE,9,Davenport,65 DYNEVOR RD,9,90,2019-11-25,69,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,S0922,43.6915639113,-79.4491372654,308884.626,4838846.609
890975,4152723,2017.0,2019.0,1984.0,PRIVATE,21,Scarborough Centre,3 GLAMORGAN AVE,10,139,2019-11-25,74,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2123,43.768435059,-79.28262322399999,322289.892,4847418.925
890976,4155569,2017.0,2019.0,1971.0,TCHC,21,Scarborough Centre,6 GLAMORGAN AVE,12,184,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,,E2123,43.7693818631,-79.284775411,322111.87899999996,4847512.968
890977,4155568,2017.0,2019.0,1971.0,TCHC,21,Scarborough Centre,7 GLAMORGAN AVE,12,196,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,E2123,43.7677640295,-79.2844534267,322138.266,4847333.299
890978,4152734,2017.0,2019.0,1967.0,PRIVATE,21,Scarborough Centre,1175 ELLESMERE RD,5,65,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,,E2129,43.7676449772,-79.2698659258,323312.731,4847323.217
890979,4156366,2017.0,2019.0,1982.0,SOCIAL HOUSING,12,Toronto-St. Paul's,200 ELLSWORTH AVE,3,18,2019-11-25,75,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,S1234,43.6807933041,-79.4261720553,310736.942,4837651.406
890980,4153402,2017.0,2019.0,1991.0,TCHC,10,Spadina-Fort York,22 MC CAUL ST,11,139,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,S1024,43.651220216400006,-79.3904825858,313618.859,4834369.14
890981,4154371,2017.0,2019.0,1956.0,PRIVATE,6,York Centre,4 HARTHAM PL,3,12,2019-11-22,76,Evaluation needs to be conducted in 2 years,15,4.0,2.0,3.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,,5.0,3.0,,N0632,43.7299426047,-79.4600970756,307999.17,4843109.808999999
890982,4153379,2017.0,2019.0,2003.0,PRIVATE,10,Spadina-Fort York,525 RICHMOND ST W,10,103,2019-11-22,89,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,,5.0,4.0,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,S1029,43.6469614175,-79.4003305957,312825.032,4833894.922
890983,4153963,2017.0,2019.0,1941.0,TCHC,8,Eglinton-Lawrence,800 EGLINTON AVE W,4,36,2019-11-21,66,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,N0832,43.7014745383,-79.4245394908,310866.596,4839949.174
890984,4153957,2017.0,2019.0,1964.0,PRIVATE,8,Eglinton-Lawrence,2121 BATHURST ST,11,210,2019-11-21,93,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,N0832,43.7039163389,-79.4253300731,310802.63300000003,4840220.402
890985,4153984,2017.0,2019.0,1956.0,PRIVATE,8,Eglinton-Lawrence,650 BRIAR HILL AVE,9,85,2019-11-21,72,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,,N0833,43.7083504804,-79.4265525477,310703.673,4840712.912
890986,4152622,2017.0,2019.0,1956.0,PRIVATE,21,Scarborough Centre,9 CRAIGTON DR,4,30,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,5.0,,3.0,,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,E2131,43.726834232,-79.3021111159,320727.464,4842782.69
890987,4152626,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,10 CRAIGTON DR,4,36,2019-11-21,79,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,E2131,43.7273459768,-79.3025559656,320691.488,4842839.459
890988,4153166,2017.0,2019.0,1967.0,PRIVATE,9,Davenport,730 DOVERCOURT RD,20,356,2019-11-21,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,S0934,43.6597215869,-79.429288288,310487.721,4835310.221
890989,4153094,2017.0,2019.0,2008.0,PRIVATE,9,Davenport,767 DOVERCOURT RD,3,19,2019-11-21,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,3.0,3.0,3.0,5.0,2.0,4.0,4.0,,3.0,,,S0932,43.6618560972,-79.4293177813,310485.14,4835547.351
890990,4153160,2017.0,2019.0,1971.0,PRIVATE,9,Davenport,919 DUFFERIN ST,15,113,2019-11-21,72,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,,S0934,43.6575632508,-79.4340091901,310107.154,4835070.126
890991,4154016,2017.0,2019.0,1955.0,PRIVATE,8,Eglinton-Lawrence,132 CASTLEFIELD AVE,4,26,2019-11-21,68,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,,N0833,43.7107762101,-79.4059080075,312367.109,4840984.1110000005
890992,4153985,2017.0,2019.0,1965.0,PRIVATE,8,Eglinton-Lawrence,630 ROSELAWN AVE,9,104,2019-11-21,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,,N0833,43.706292347,-79.422652894,311017.893,4840485.517
890993,4153986,2017.0,2019.0,1958.0,PRIVATE,8,Eglinton-Lawrence,640 ROSELAWN AVE,8,138,2019-11-21,71,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,,N0833,43.706149857,-79.423624259,310939.623,4840469.61
890994,4153977,2017.0,2019.0,1988.0,SOCIAL HOUSING,8,Eglinton-Lawrence,668 ROSELAWN AVE,9,125,2019-11-21,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,N0833,43.705765956,-79.424733085,310850.299,4840426.886
890995,4153164,2017.0,2019.0,1968.0,PRIVATE,9,Davenport,323 RUSHOLME RD,20,226,2019-11-21,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0934,43.658994583,-79.430040338,310404.687,4835239.268999999
890996,4156290,2017.0,2019.0,1969.0,PRIVATE,9,Davenport,357 RUSHOLME RD,16,267,2019-11-21,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0934,43.660038774200004,-79.4305495251,310375.291,4835342.328
890997,4152635,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,860 PHARMACY AVE,4,30,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,,E2131,43.7280385906,-79.298841109,320990.589,4842917.106000001
890998,4152630,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,880 PHARMACY AVE,4,26,2019-11-21,81,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,5.0,3.0,,4.0,,3.0,4.0,5.0,5.0,5.0,4.0,4.0,,5.0,2.0,,E2131,43.7291106346,-79.2994551436,320940.832,4843036.085
890999,4152653,2017.0,2019.0,1993.0,SOCIAL HOUSING,21,Scarborough Centre,963-967 PHARMACY AVE,4,72,2019-11-21,95,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,E2131,43.734818534,-79.300588721,320828.666,4843661.65
891000,4442561,,2019.0,,PRIVATE,9,Davenport,17 PATON RD,4,16,2019-11-21,46,Building Audit,14,2.0,2.0,2.0,3.0,,2.0,,2.0,,,2.0,2.0,2.0,2.0,3.0,3.0,,3.0,2.0,,S0930,43.660285665,-79.444110556,309291.922,4835372.952
891001,4240547,2017.0,2019.0,1976.0,PRIVATE,8,Eglinton-Lawrence,33 ORCHARD VIEW BLVD,17,327,2019-11-21,87,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0833,43.707819465,-79.399390971,312892.413,4840657.216
891002,4155591,2017.0,2019.0,1968.0,TCHC,9,Davenport,61 PELHAM PARK GDNS,17,352,2019-11-21,56,Evaluation needs to be conducted in 1 year,20,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,S0926,43.66925972,-79.457795659,308187.607,4836369.289
891003,4153959,2017.0,2019.0,1960.0,PRIVATE,8,Eglinton-Lawrence,11 SHALLMAR BLVD,7,78,2019-11-21,88,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,N0832,43.703726864,-79.423164634,310976.913,4840200.458000001
891004,4153956,2017.0,2019.0,1963.0,PRIVATE,8,Eglinton-Lawrence,20 SHALLMAR BLVD,11,155,2019-11-21,93,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0832,43.704511738,-79.424723028,310851.235,4840287.547
891005,4152633,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,1 RANNOCK ST,4,30,2019-11-21,80,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,,E2131,43.7279918888,-79.3000339041,320894.507,4842911.688999999
891006,4152628,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,4 RANNOCK ST,4,26,2019-11-21,85,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,5.0,5.0,3.0,,4.0,,4.0,5.0,5.0,5.0,5.0,3.0,3.0,,5.0,3.0,,E2131,43.7284154866,-79.3006056472,320848.332,4842958.6389999995
891007,4152629,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,8 RANNOCK ST,4,33,2019-11-21,85,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,5.0,3.0,,4.0,,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,,E2131,43.7287170868,-79.3000634846,320891.929,4842992.248
891008,4153955,2017.0,2019.0,1965.0,PRIVATE,8,Eglinton-Lawrence,10 SHALLMAR BLVD,11,138,2019-11-21,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0832,43.704286951,-79.423280437,310967.522,4840262.673
891009,4152624,2017.0,2019.0,1956.0,PRIVATE,21,Scarborough Centre,19 CRAIGTON DR,4,38,2019-11-21,89,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,E2131,43.7274308243,-79.3009591644,320820.114,4842849.183
891010,4152625,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,23 CRAIGTON DR,4,36,2019-11-21,87,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,5.0,4.0,5.0,,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,E2131,43.727213093900005,-79.3004559002,320860.717,4842825.09
891011,4152632,2017.0,2019.0,1955.0,PRIVATE,21,Scarborough Centre,32 CRAIGTON DR,4,30,2019-11-21,79,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,5.0,,3.0,,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,,E2131,43.727697688199996,-79.29944885649999,320941.719,4842879.117
891012,4153117,2017.0,2019.0,1993.0,SOCIAL HOUSING,9,Davenport,6 A GREENLAW AVE,4,44,2019-11-21,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,S0927,43.6725455613,-79.4464387192,309103.482,4836733.8780000005
891013,4154011,2017.0,2019.0,1952.0,PRIVATE,8,Eglinton-Lawrence,118 MONTGOMERY AVE,3,109,2019-11-21,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,N0833,43.709488115,-79.40261900899999,312632.053,4840842.279
891014,4152651,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1725 LAWRENCE AVE E,6,43,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,5.0,4.0,4.0,4.0,4.0,4.0,,3.0,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,E2131,43.7420240548,-79.3085552863,320204.42100000003,4844468.944
891015,4152658,2017.0,2019.0,1961.0,PRIVATE,21,Scarborough Centre,1780 LAWRENCE AVE E,5,39,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,E2126,43.743103619799996,-79.3070051699,320328.999,4844589.169
891016,4152657,2017.0,2019.0,1962.0,PRIVATE,21,Scarborough Centre,1790 LAWRENCE AVE E,5,36,2019-11-21,75,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,E2126,43.7433508938,-79.3059187753,320416.436,4844616.844
891017,4152659,2017.0,2019.0,1978.0,SOCIAL HOUSING,21,Scarborough Centre,1860 LAWRENCE AVE E,8,89,2019-11-21,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,E2126,43.744070606,-79.30308064180001,320644.835,4844697.338
891018,4233146,2017.0,2019.0,1958.0,PRIVATE,21,Scarborough Centre,1731 VICTORIA PARK AVE,4,43,2019-11-21,82,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,4.0,3.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2131,43.73710603479999,-79.3073327749,320304.15,4843922.831
891019,4152644,2017.0,2019.0,1958.0,PRIVATE,21,Scarborough Centre,1735 VICTORIA PARK AVE,4,43,2019-11-21,82,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,4.0,3.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2131,43.7375816521,-79.30752617590001,320288.45,4843975.633
891020,4152645,2017.0,2019.0,1958.0,PRIVATE,21,Scarborough Centre,1739 VICTORIA PARK AVE,4,43,2019-11-21,84,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2131,43.7380491988,-79.30771259999999,320273.313,4844027.536
891021,4152646,2017.0,2019.0,1962.0,PRIVATE,21,Scarborough Centre,1749 VICTORIA PARK AVE,6,85,2019-11-21,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2131,43.7388748682,-79.3078956075,320258.359,4844119.222
891022,4152648,2017.0,2019.0,1963.0,PRIVATE,21,Scarborough Centre,1757 VICTORIA PARK AVE,7,100,2019-11-21,87,Evaluation needs to be conducted in 3 years,20,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,E2131,43.7396579744,-79.30808180220001,320243.161,4844206.182
891023,4152649,2017.0,2019.0,1963.0,PRIVATE,21,Scarborough Centre,1759 VICTORIA PARK AVE,7,100,2019-11-21,87,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2131,43.739974822700006,-79.308126745,320239.46,4844241.3719999995
891024,4152656,2017.0,2019.0,1959.0,PRIVATE,21,Scarborough Centre,1827 VICTORIA PARK AVE,4,36,2019-11-21,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,E2126,43.7441147474,-79.31004806199999,320083.654,4844700.933
891025,4154544,2017.0,2019.0,1955.0,PRIVATE,8,Eglinton-Lawrence,45 WASDALE CRES,3,25,2019-11-21,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0823,43.730389547899996,-79.43636986189999,309910.624,4843160.67
891026,4154542,2018.0,2019.0,1950.0,PRIVATE,8,Eglinton-Lawrence,63 WASDALE CRES,3,11,2019-11-21,91,Evaluation needs to be conducted in 3 years,17,5.0,5.0,4.0,4.0,5.0,4.0,,4.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,N0823,43.7301864621,-79.4373815956,309829.135,4843138.046
891027,4152639,2017.0,2019.0,1960.0,PRIVATE,21,Scarborough Centre,1617 VICTORIA PARK AVE,4,59,2019-11-21,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,E2131,43.7309861519,-79.3047834793,320511.088,4843243.43
891028,4152640,2017.0,2019.0,1958.0,PRIVATE,21,Scarborough Centre,1631 VICTORIA PARK AVE,4,35,2019-11-21,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,E2131,43.7316703129,-79.3050968759,320485.664,4843319.377
891029,4152642,2017.0,2019.0,1964.0,PRIVATE,21,Scarborough Centre,1651 VICTORIA PARK AVE,8,67,2019-11-21,52,Evaluation needs to be conducted in 1 year,19,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,,E2131,43.7328848087,-79.3055213856,320451.154,4843454.222
891030,4152643,2017.0,2019.0,1954.0,PRIVATE,21,Scarborough Centre,1689 VICTORIA PARK AVE,4,54,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2131,43.7354870834,-79.3066470427,320359.803,4843743.106000001
891031,4153078,,2019.0,1932.0,PRIVATE,9,Davenport,301 LANSDOWNE AVE,5,35,2019-11-21,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,,S0933,43.650730305399996,-79.4393963324,309673.184,4834310.706
891032,4155734,2017.0,2019.0,1992.0,PRIVATE,9,Davenport,800 LANSDOWNE AVE,4,138,2019-11-21,84,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S0930,43.6650311015,-79.4462388637,309120.17699999997,4835899.067
891033,4153101,2017.0,2019.0,2003.0,SOCIAL HOUSING,9,Davenport,973 LANSDOWNE AVE,3,20,2019-11-21,68,Evaluation needs to be conducted in 2 years,17,3.0,5.0,4.0,3.0,4.0,3.0,,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,S0930,43.6661838696,-79.4459119791,309146.453,4836027.149
891034,4153949,2017.0,2019.0,1953.0,PRIVATE,8,Eglinton-Lawrence,4 LATIMER AVE,5,65,2019-11-21,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,2.0,,3.0,5.0,,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,3.0,,N0833,43.7032107551,-79.4163543553,311526.123,4840142.702
891035,4153954,2017.0,2019.0,1962.0,PRIVATE,8,Eglinton-Lawrence,21 MAYFAIR AVE,11,138,2019-11-21,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,N0832,43.703709875200005,-79.4222136695,311053.822,4840197.688
891036,4154501,2019.0,2019.0,1957.0,PRIVATE,8,Eglinton-Lawrence,91 NEPTUNE DR,3,12,2019-11-21,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0823,43.7317413513,-79.43816993680001,309765.49600000004,4843310.737
891037,4156734,2017.0,2019.0,1974.0,TCHC,8,Eglinton-Lawrence,145 NEPTUNE DR,4,48,2019-11-21,71,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,N0823,43.729562759,-79.440565679,309572.41,4843069.517
891038,4154012,2017.0,2019.0,1974.0,PRIVATE,8,Eglinton-Lawrence,411 DUPLEX AVE,23,458,2019-11-21,88,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,N0833,43.707330008999996,-79.40025733600001,312822.658,4840602.751
891039,4255532,2017.0,2019.0,2006.0,PRIVATE,9,Davenport,1401 DUPONT ST,6,171,2019-11-21,79,Evaluation needs to be conducted in 2 years,18,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S0930,43.666328416700004,-79.4468802656,309068.351,4836043.153
891040,4255546,2017.0,2019.0,2008.0,PRIVATE,9,Davenport,1407 DUPONT ST,5,74,2019-11-21,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,4.0,S0930,43.6662152325,-79.44757050609999,309012.691,4836030.5430000005
